Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
KT22 0LA,No,51.330299,-0.359364,514400,160300,TQ143602,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1990-07-01,1992-12-01,56,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030345,"Elmbridge 018E"
KT22 0LB,Yes,51.330352,-0.358658,514449,160307,TQ144603,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,59,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030345,"Elmbridge 018E"
KT22 0LE,Yes,51.330826,-0.362322,514193,160354,TQ141603,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,48,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030345,"Elmbridge 018E"
KT22 0LF,Yes,51.331537,-0.360488,514319,160436,TQ143604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,52,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030345,"Elmbridge 018E"
KT22 0LG,Yes,51.329328,-0.361279,514269,160189,TQ142601,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,54,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030345,"Elmbridge 018E"
KT22 0LJ,Yes,51.330002,-0.361332,514264,160264,TQ142602,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,52,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030345,"Elmbridge 018E"
KT22 0LL,Yes,51.330086,-0.362142,514207,160272,TQ142602,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,49,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030345,"Elmbridge 018E"
KT22 0LP,Yes,51.334278,-0.352589,514862,160753,TQ148607,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,54,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0LQ,Yes,51.32941,-0.362611,514176,160196,TQ141601,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,50,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030345,"Elmbridge 018E"
KT22 0LR,Yes,51.337803,-0.353884,514763,161143,TQ147611,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,43,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0LU,Yes,51.328924,-0.352322,514894,160158,TQ148601,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,68,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0LW,Yes,51.336611,-0.354142,514748,161010,TQ147610,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,47,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0LX,Yes,51.328655,-0.351801,514931,160129,TQ149601,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,67,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0LY,No,51.3293,-0.352222,514900,160200,TQ149602,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1987-04-01,1990-12-01,68,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030342,"Elmbridge 018B"
KT22 0LZ,Yes,51.330027,-0.350861,514993,160283,TQ149602,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,64,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0ND,Yes,51.331494,-0.349694,515071,160448,TQ150604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,60,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0NG,Yes,51.330959,-0.352628,514868,160384,TQ148603,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,68,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0NH,Yes,51.33146,-0.354298,514750,160437,TQ147604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1984-10-01,,66,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0NJ,Yes,51.336417,-0.356346,514595,160985,TQ145609,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,52,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0NN,Yes,51.339712,-0.356587,514570,161351,TQ145613,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,42,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0NP,No,51.339287,-0.359043,514400,161300,TQ143612,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1995-07-01,1996-06-01,53,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030342,"Elmbridge 018B"
KT22 0NT,Yes,51.344694,-0.364383,514015,161893,TQ140618,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,47,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0NU,Yes,51.344946,-0.366279,513882,161918,TQ138619,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1999-12-01,,46,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0NW,No,51.339287,-0.359043,514400,161300,TQ143612,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,1995-12-01,53,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030342,"Elmbridge 018B"
KT22 0NX,Yes,51.343668,-0.362964,514116,161781,TQ141617,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",2007-09-01,,51,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0NZ,Yes,51.344005,-0.363311,514091,161818,TQ140618,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,50,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0PB,Yes,51.342273,-0.360363,514301,161630,TQ143616,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,54,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0PD,Yes,51.344874,-0.36239,514153,161916,TQ141619,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,44,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0PE,Yes,51.342823,-0.357251,514516,161696,TQ145616,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",2000-06-01,,42,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0PF,Yes,51.342324,-0.358863,514405,161638,TQ144616,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,49,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0PG,No,51.331179,-0.356677,514585,160402,TQ145604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1983-01-01,2000-09-01,67,England,2022-05-26,"Postcode sector mean (mainly PO Boxes)",E01030342,"Elmbridge 018B"
KT22 0PH,Yes,51.344885,-0.361347,514226,161919,TQ142619,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,42,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0PJ,Yes,51.344555,-0.359544,514352,161885,TQ143618,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,41,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0PL,Yes,51.341192,-0.357028,514536,161515,TQ145615,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1991-01-01,,45,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0PN,Yes,51.343989,-0.356454,514569,161827,TQ145618,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,36,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0PP,Yes,51.343422,-0.35252,514844,161770,TQ148617,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,46,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0PQ,Yes,51.343527,-0.358136,514453,161773,TQ144617,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1995-12-01,,41,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0PR,Yes,51.345091,-0.358741,514407,161946,TQ144619,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1995-01-01,,36,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0PS,Yes,51.342616,-0.350271,515003,161684,TQ150616,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,48,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0PU,No,51.341863,-0.350336,515000,161600,TQ150616,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1983-03-01,1985-12-01,44,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030342,"Elmbridge 018B"
KT22 0PW,Yes,51.344084,-0.354822,514682,161840,TQ146618,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1984-10-01,,40,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0PX,No,51.341863,-0.350336,515000,161600,TQ150616,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1990-02-01,1990-12-01,44,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030342,"Elmbridge 018B"
KT22 0PZ,Yes,51.341742,-0.350776,514970,161586,TQ149615,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,42,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0QA,Yes,51.342865,-0.353881,514751,161706,TQ147617,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1992-08-01,,43,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0QB,Yes,51.342195,-0.35288,514822,161633,TQ148616,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,41,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0QE,Yes,51.33754,-0.35118,514952,161118,TQ149611,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,45,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0QH,Yes,51.331946,-0.360726,514301,160481,TQ143604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,52,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0QJ,Yes,51.333297,-0.362831,514151,160628,TQ141606,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,51,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0QL,Yes,51.333099,-0.360843,514290,160609,TQ142606,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,54,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0QN,Yes,51.333535,-0.359219,514402,160660,TQ144606,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1992-08-01,,61,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0QP,Yes,51.33421,-0.363114,514129,160729,TQ141607,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,52,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0QQ,Yes,51.332683,-0.359436,514389,160565,TQ143605,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,57,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0QR,Yes,51.334738,-0.363627,514092,160787,TQ140607,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,53,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0QS,Yes,51.332084,-0.368028,513792,160485,TQ137604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1998-12-01,,47,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0QT,Yes,51.332401,-0.361131,514272,160531,TQ142605,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1995-12-01,,52,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0QU,Yes,51.332533,-0.366031,513930,160538,TQ139605,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,47,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0QZ,Yes,51.33242,-0.36569,513954,160526,TQ139605,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,47,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0RA,Yes,51.332646,-0.364476,514038,160553,TQ140605,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,48,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0RD,Yes,51.331686,-0.3653,513983,160445,TQ139604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,45,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030345,"Elmbridge 018E"
KT22 0RE,Yes,51.332001,-0.365935,513938,160479,TQ139604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",2002-06-01,,45,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0RF,Yes,51.331261,-0.365746,513953,160397,TQ139603,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,44,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030345,"Elmbridge 018E"
KT22 0RH,No,51.331298,-0.366505,513900,160400,TQ139603,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,1995-12-01,44,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030345,"Elmbridge 018E"
KT22 0RJ,Yes,51.331828,-0.3664,513906,160459,TQ139604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,45,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030345,"Elmbridge 018E"
KT22 0RL,Yes,51.331511,-0.3669,513872,160423,TQ138604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,44,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030345,"Elmbridge 018E"
KT22 0RT,Yes,51.330837,-0.367647,513822,160347,TQ138603,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,43,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030345,"Elmbridge 018E"
KT22 0RW,Yes,51.3315,-0.368111,513788,160420,TQ137604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,45,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030345,"Elmbridge 018E"
KT22 0RX,Yes,51.331106,-0.368177,513784,160376,TQ137603,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,44,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030345,"Elmbridge 018E"
KT22 0RZ,Yes,51.328663,-0.366484,513908,160107,TQ139601,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,44,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030345,"Elmbridge 018E"
KT22 0SA,Yes,51.331965,-0.354409,514741,160493,TQ147604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1984-10-01,,64,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0SB,Yes,51.337346,-0.358437,514447,161085,TQ144610,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1991-01-01,,56,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0SD,Yes,51.337047,-0.358965,514411,161051,TQ144610,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1991-01-01,,60,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0SF,Yes,51.330089,-0.366835,513880,160265,TQ138602,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,42,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030345,"Elmbridge 018E"
KT22 0SH,Yes,51.329343,-0.365584,513969,160184,TQ139601,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,45,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030345,"Elmbridge 018E"
KT22 0SJ,No,51.333942,-0.360712,514297,160703,TQ142607,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,2012-02-01,57,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0SL,No,51.333915,-0.36067,514300,160700,TQ143607,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,1990-12-01,57,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030344,"Elmbridge 018D"
KT22 0SN,Yes,51.333172,-0.356462,514595,160624,TQ145606,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,64,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0SP,Yes,51.332985,-0.350861,514986,160612,TQ149606,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,58,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0SQ,Yes,51.329178,-0.366638,513896,160164,TQ138601,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,43,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030345,"Elmbridge 018E"
KT22 0SR,No,51.336571,-0.357704,514500,161000,TQ145610,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1988-03-01,1995-01-01,59,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030344,"Elmbridge 018D"
KT22 0SS,Yes,51.335398,-0.357445,514521,160870,TQ145608,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1995-07-01,,63,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0ST,Yes,51.335037,-0.358649,514438,160828,TQ144608,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,72,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0SU,Yes,51.333628,-0.358168,514475,160672,TQ144606,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,65,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0SW,Yes,51.333433,-0.355841,514638,160654,TQ146606,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,63,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0SZ,Yes,51.336438,-0.361054,514267,160980,TQ142609,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,59,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0TA,Yes,51.336365,-0.36288,514140,160969,TQ141609,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,54,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0TB,No,51.325725,-0.353786,514800,159800,TQ147598,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1982-03-01,1991-12-01,57,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030342,"Elmbridge 018B"
KT22 0TD,No,51.331179,-0.356677,514585,160402,TQ145604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1997-06-01,1998-06-01,67,England,2022-05-26,"Postcode sector mean (mainly PO Boxes)",E01030342,"Elmbridge 018B"
KT22 0TE,Yes,51.339624,-0.357408,514513,161340,TQ145613,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,44,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0TF,No,51.338487,-0.358382,514448,161212,TQ144612,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,1998-12-01,51,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT22 0TH,Yes,51.340284,-0.355165,514668,161417,TQ146614,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,39,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0TJ,Yes,51.340921,-0.354347,514723,161489,TQ147614,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0TN,Yes,51.340951,-0.351977,514888,161496,TQ148614,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,38,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0TP,Yes,51.340504,-0.347743,515184,161453,TQ151614,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,43,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0TQ,Yes,51.339133,-0.356981,514544,161286,TQ145612,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,44,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0TR,Yes,51.3427,-0.339026,515786,161711,TQ157617,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,44,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0TW,Yes,51.340228,-0.35239,514861,161415,TQ148614,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0TY,Yes,51.341594,-0.347862,515173,161574,TQ151615,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,43,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0UF,Yes,51.33955,-0.349606,515057,161344,TQ150613,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,39,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0UL,Yes,51.337366,-0.347172,515232,161105,TQ152611,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,42,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0UP,Yes,51.335754,-0.348201,515164,160924,TQ151609,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,45,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0UR,Yes,51.334595,-0.350166,515030,160792,TQ150607,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,51,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0UT,Yes,51.336293,-0.350062,515033,160981,TQ150609,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,47,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0UU,Yes,51.339156,-0.352242,514874,161296,TQ148612,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,38,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030342,"Elmbridge 018B"
KT22 0UZ,No,51.339166,-0.350433,515000,161300,TQ149612,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1987-04-01,1988-12-01,38,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030342,"Elmbridge 018B"
KT22 0WD,No,51.339166,-0.350433,515000,161300,TQ149612,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1998-12-01,2000-10-01,38,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030342,"Elmbridge 018B"
KT22 0WE,No,51.331179,-0.356677,514585,160402,TQ145604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",2003-06-01,2004-07-01,67,England,2022-05-26,"Imputed by ONS by reference to surrounding postcode grid references",E01030342,"Elmbridge 018B"
KT22 0WF,No,51.331179,-0.356677,514585,160402,TQ145604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1999-06-01,2000-06-01,67,England,2022-05-26,"Postcode sector mean (mainly PO Boxes)",E01030342,"Elmbridge 018B"
KT22 0WQ,No,51.331179,-0.356677,514585,160402,TQ145604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",2000-06-01,2001-01-01,67,England,2022-05-26,"Postcode sector mean (mainly PO Boxes)",E01030342,"Elmbridge 018B"
KT22 0YE,No,51.331179,-0.356677,514585,160402,TQ145604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1997-12-01,1998-12-01,67,England,2022-05-26,"Postcode sector mean (mainly PO Boxes)",E01030342,"Elmbridge 018B"
KT22 0YF,No,51.331179,-0.356677,514585,160402,TQ145604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1994-12-01,2000-11-01,67,England,2022-05-26,"Postcode sector mean (mainly PO Boxes)",E01030342,"Elmbridge 018B"
KT22 0YP,No,51.331179,-0.356677,514585,160402,TQ145604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1995-07-01,2001-05-01,67,England,2022-05-26,"Postcode sector mean (mainly PO Boxes)",E01030342,"Elmbridge 018B"
KT22 0YY,No,51.331179,-0.356677,514585,160402,TQ145604,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1997-06-01,1998-06-01,67,England,2022-05-26,"Postcode sector mean (mainly PO Boxes)",E01030342,"Elmbridge 018B"
